title;url;nick;location
SW LCG, Naruto, UFS, Emira;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45337;Sejmitar;Wrocław
[S] Dominion;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=42169;tomasch;Warszawa
[S]Cyklady, Tezeusz, Amber Route, Black&White, Nightfall;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43251;timon104;Zabrze/Łańcut
chwilowo przerwa;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=23830;Barto;Pszczyna
Dużo dobrego;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=23657;Emerem;B-stok
[S] Tzolkin PL, Giants, Tikal, Pan Tu Nie stał, Famigila PL;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45632;lisutorun;Toruń
[S] Warfighter, Odkrycia, akcesoria, gratisy;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24329;drapichrust7;Warszawa
[s/w]kramik U Cahir`a;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24729;cahir;Vratislavia
Small World + dodatki PL;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44601;waskopiotr88;Kraków
[S] Studium w Szmaragdzie;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45619;trnks_;Częstochowa/Wrocław
[S] Dracula PL II Edycja - Nowa. OBNIŻKA !!!;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45468;Slawson;warszawa
[S] Burano, Melee , Festiwal Lampionów, Szmal, Ucho Króla.;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45661;emistrzu;Poznań
[W/S]Samuraj, Tibet, Hobbit i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=37316;unicorn;Gdańsk
[S] OBNIŻKA ! -Brass,Zimna Wojna,Historia i INNE [WRO];http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=31637;dragon77;Wrocław
Exoplanets, Mr Jack, Inside Phantom;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=28646;Coen;Warszawa, Sulejówek
[S] Gra o Tron Wilki Północy;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44617;Salah Ad-Din;Wieluń
[S] Veto! Konfrontacja, The Resistance: Agenci Molocha;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45635;Inermis;Warszawa
[S] Jaipur - mata, Abyss, Ku Radości Pana;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43894;Turnavine;Warschau
[S/W] Pośród Gwiazd, Star Realms;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29552;Harth;Skierniewice
[S]Wyspa Skye, Yinsh, Podejrzani, Władca Pierścieni - tanio;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=38149;tramwajaz;Poznań
[S] Xeno Invasion;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=39400;yosz;Warszawa
[S] Progress;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=28812;zielok;Bobrowniki/Chorzów
[S] Obecnie nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29365;raphaell7;Kraków
[S] Nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29109;yarzab;Dąbrowa Górnicza
[S] Termity, Zapraszamy do podziemi, Kamienie w kieszenie;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45590;Anitamta87;Płock
[S] Civ, Doomtown, Magnaci, Rialto, Carol Magnus, Darjeeling;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24405;gafik;pole, łyse pole... ale mam już plan!
[S/W] Listy z Whitechapel;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45447;Farcoran;Kraków
[S]LOTR Władca Pierscieni LCG;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45554;Andrut;Lublin
Wyprzedaż kolekcji DM okazja;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45559;waskopiotr88;Kraków
Axis & Allies Miniatures - Armia Aliantów;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=37928;Detoxic;Gdynia
FLAMES OF WAR - British Army;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=37927;Detoxic;Gdynia
BLOOD BOWL KHEMRI TOMB KINGS TEAM;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=37926;Detoxic;Gdynia
[S] - Star Wars X-wing PL;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43493;Detoxic;Gdynia
Torby na planszówki - na wymiar, na kilka gier, na wypasie!;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29260;medicus;Kraków
[S] Olympos, La Granja, iKnow, Mali powstańcy...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45189;Pauly;Radom
[S] Nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=41007;troinn;Poznań
Re: [S] pusto;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=28539;sqb1978;Rzeszów
[S/W] Talat, Cywilizacja, Baronia, Pokój 25, Holmes S&M;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=27472;Piehoo;Warszawa Tarchomin
[S] Android Netrunner - Dodatek Kala Ghoda,;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24809;siawq;Rzeszów
[S] Aeroplany, Hawaii;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24511;kisio;Gdynia
[S] Neuroshima Hex 2.5 + Babel13 + Duel;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24667;czyzyk29;Gdańsk
(S) AvP: The Hunt Begins 300pln z przesyłką/ zmiana ceny 250;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45361;Piotr Komorowski;Piła
[S/W] Marvel Dice Masters - TARGOWISKO;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29761;Martin_Valdez;Warszawa
[S] A Game of Thrones: The Card Game (2ed) (3CS, CYKL, DELUX;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45392;Markus;Gdańsk
Chcesz wymienić swoje gry? Weź udział w trwającym MatHandlu!;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=27578;kaszkiet;Warszawa
[S] Koncept, 07 zgłoś się, Mammut [WRO-5%taniej];http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29259;tomuch;zza winkla
[S]BSG, O:NI, C&C, Ground Floor;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=25008;razul;Wrocław
Doom + dodatek, 7 w obronie Lwowa [Kraków, Słupsk];http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=30083;Tygrys69;Kraków
[S] Tikal;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45475;Pietia189;Gdynia
[S] sprzedam Arkham Horror ENG z wszystkimi dodatkami;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45318;p7rk;Krakow
[s] nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24291;jules;Warszawa
[S] Gra o Tron 2 edycja, Pandemia, Szczęść Boże;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=26571;b4STEK;Okolice Szczecina
[S]Powrót do mrocznej puszczy, Podróż do Rhosgobel - WP LCG;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44795;Lord_Venom;Szczecin
[S] Notre Dame, Lewis&Clark;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=26510;Mateez;Gliwice
[s] Ubongo 3d, C&C Napolenics + 4 armie, Warhammer;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=23619;loreciak;Świebodzin
Android: Netrunner (Wrocław) - sprzedane;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44669;splocki;Wrocław
(S/W)Brettspiel Adventskalender 2016 - podzielimy się ?;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45260;virco;Wrocław
[S]BANG!,Vikings, Monopol Junior;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43023;Sir_Yaro;Gdańsk
[S]Komplet Zombicide S1+S2+S3+promo+dodatki;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24011;ernin;Gdańsk
Dice Masters;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=31736;panda_09;b-stok
[S/W][Wro] Tammany Hall, Upon a Salty Ocean, ...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=34518;yanoo;Wrocław
[S] Trivial Pursuit;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=25607;Believe0852;Wrocław
[S/W] Pandemic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44511;appejron;Warszawa
[S/W] iKnow Trendy i styl życia (Wa-wa);http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45425;Magggie;Warszawa (Natolin)
[S/W] Medieval Academy;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43054;Sylka;Warszawa, Wawer
[S] rag sprzedaje;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=25168;rag;Kraków/Chrzanów
[S]Posiadłość Szaleństwa,Zakazane Gwiazdy nowe wiele więcej!;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=42634;Myroth;Kielce
[S] Spartacus ENG;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45263;Halmaris;Poznań
[S] nieużywany Mage Knight PL;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43706;Fuser.exe;Poznań
[S/W] Mansions of Madness 2nd edition;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=33575;serafin098;Częstochowa
[S/W]]Wszystko poszło;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43995;soban;Kobyłka
Puerto Rico nowa edycja, Automobile. Początek Motoryzacji.;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44023;kochamplanszówki;Stargard
[S] Mistfall plus Valskyrr;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45230;Acaraje;Kraków
[S] Super Dungeon Explore: Forgotten King;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45238;CrossSleet;Gliwice
Xcom the board game EN;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=38371;Detoxic;Gdynia
[S] WH40k Podbój;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=38736;Zodd;Słupsk
[s] Tygrys i Eufrat  Wrocław Rezerwacja;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45372;PiotrWro;Wrocław
[S/W] Upiór w operze Kacper Ryx;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=33700;Rocy7;Warszawa / Kobyłka
[S] Sigismundus, Woj Nar, Nations Dice, Pop Wieki,Pń;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=33293;xavier5;Poznań
[S]  Magnaci, Atak Zombie, Namiestnik;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=39912;Marcosii;Środa Wlkp.
[S/W] Agricola, Race for Galaxy + Gathering Storm;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45058;Yaretzki;Wrocław
[W] Historia + Abetto + Strajk na jedną grę;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44015;Nidav;Kraków
chwilowo nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44510;glorfindel;Warszawa
[S] Goa, Ora et labora, Legends of Andor i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45328;prohibic;Płonka Kościelna
[W/S] kilka gier;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45310;Heiken;Lublin
[S/W]Czyszczenie szafy - aktualnie tylko Duell;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45008;devilek83;Wrocław
[S]Cała Kolekcja WARHAMMERA INWAZJI;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=35747;Dziubek;Kraków
[S] Nowy Jork 1901 + Flatiron | Haru Ichiban;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44915;romeck;Łódź
Nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=41753;ihasel;Szczecin/Warszawa
Dolina Kupców;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44343;tkaa85;Kętrzyn
[S] Game of Thrones + SoS;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29651;Deem;Warszawa
[S] Pathfinder, Fury of Dracula 2nd, Tash-Kalar +++;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24214;Robuzz;Czeladź/Wrocław
[S] Star Wars LCG [ENG];http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=40415;aryss;Festung Krakau
runewars + dodatek 240zł, pandemic 150zł;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43599;mih87;Jaworzno
[S\W] Puerto Rico, Pory Roku PL;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=39362;trynitor;Toruń
[W] wojenne (Tonkin, Wing Leader, For The People..);http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=31102;Vernix;Białystok/Czarna Biał.
[S] Warhammer: Inwazja LCG PL - pełny playset;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45247;morphine;Rzeszów
[S]Mount Everest,Party Time,K2,World of Tanks + inne.;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44982;gaclawo89;Kęty
[S]Runebound 2ed, Descent 2ed, Dungeonquest 3ed;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45242;Dziubek;Kraków
[S/W]KAOSBALL Z DODATKAMI, STWÓR, DM: Battle for Faerun;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=42638;Gizmoo;Warszawa/Sękocin Stary
[S] Brains - Japanischer Garten;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45237;kmd7;Nakło
[S] -;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=41036;aaxxee;Ciechocinek
[s] chwilowo nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=37743;zakwas;Zgierz
[S] Mistfall plus Valskyrr;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45229;Acaraje;Kraków
[S] WN: Zostań menadżerem, Kamień gromu, Warhammer Inwazja;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43327;Kilpa;Wrocław
[S] Ashes, Star Realms, Dziedzictwo;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24014;damogari;Gdynia
[S] duzo fajnych, czesto rzadkich gier;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44639;Lopez;Szczecin
Memoir"44: rzadkość komplet;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44605;adamo;Kraków
[S] Warhammer Quest karcianka  REZRWACJA;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44709;Acaraje;Kraków
Glory to Rome, Summoner Wars, Leonardo Da Vinci;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=32704;Niestosowny;Łódź
[W] Summoner Wars - Master Set Przymierza;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45122;Meechauek;Poznań
nieaktualne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45174;Atamán;Warszawa
[S]Ninja, Manoeuvre, Hacienda, Modern Society i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=28699;dasilwa;Stolica
[S/W] Foreign King, BUS;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=23551;BartP;Gdynia
[S] Kilka dobrych i mniej dobrych tytułów;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=35129;Dziami;Stalowa Wola
[S] Fields of Arle, Fleet, X-Wing, Carcassone, Rune Age...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43846;Pauly;Radom
[S] Race for the galaxy PL - Narodziny Imperium;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44564;Salah Ad-Din;Wieluń
[S/W] nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=41202;ratel;Lublin/Krakow
[S] Heroes of Normandie, Zakazane Gwiazdy, Flames of War itp;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44851;Usul;Białystok
[s] Spartacus: A Game of Blood & Treachery+2 dodatki+PROMKI;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44962;Wassago;Gliwice
[S] Nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44372;wilczur;Gliwice
Nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45003;minibi;Szczecin
Zestaw kart i kości do Dice Masters Krk;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45059;waskopiotr88;Kraków
[S] Pola Arle jak nowe!;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45074;Franek Strzała;Warszawa
(S/W) Zestaw kart i kości do Dice Masters Krk;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45060;waskopiotr88;Kraków
[S/W] X-Wing, Zombicide KS, B-Sieged KS, Le Havre i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24544;zawadz;Lubin/Wrocław/London
[s] Zamki Burgundii Wawa;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45052;santylion;Warszawa
[s/w] Arkham Horror + Kingsport [EN];http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44546;Lacaniste;Kraków
[S] kilka wojennych;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=41296;ghostdog;Warszawa
[W]Imperial Assault + Fett i Hired Guns na Imperium Atakuje;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45048;kaszkiet;Warszawa
[S/W] Catacombs I ed.;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=34667;Giermek;Toruń
[w]City Tycoon i Space Cadets Dice Duel na gry dla dzieci 8+;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=45026;comma777;Poznań
[S/W] Kilka gier;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=40101;Rumburak;Wrocław
T.I.M.E Stories: The Marcy Case oraz A Prophecy of Dragons;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=39900;krecilapka;Szczecin
[S]  Munchkin podstawka + munchkin 2 + munchkin 3 + koszulki;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44515;Salah Ad-Din;Wieluń
[S/W]La boca,Conquest of Paradise. Labirynt;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=23622;pioro;Poznań
[S] Mage Knight, Kemet;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44734;Carmash;Gdańsk, Siedlce
[S/W]Konwój, Podbój ...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29939;Jarzynek;Częstochowa
[S] Neuroshima Hex Steel Police;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=32878;Łosiek;Zabrze
[S] K2, Pandemic: the Cure;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44826;anorak;Zielona Góra
[S] Race for the Galaxy, Airships, Neuroshima Hex, K2, + ...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=27788;zedd;Sopot
[S] Madeira, Dice Brewing+maty graczy, La Granja;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=23554;7koliberek9;Warszawa
[W] na gry PSP:;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44924;b4STEK;Okolice Szczecina
do usunięcia;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44969;PanOddjob;Opole
[W] 51 stan: master set.;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44968;PanOddjob;Opole
[S] Quarriors, Robinson VivaJava ....;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=39271;mefiug;Warszawa
[S] Race for the galaxy, La granja, Nowe pokolenia;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44863;pan_slaw;Poznań
[W] Race for the Galaxy;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=43013;morbot;Kielce
[S] Koła zębate pasujące do Steampunk Rally/Odlotowy Wyścig;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44919;Syndelis;Gdańsk
[s] Trio Granny;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=39814;Kapelatejesy;Warszawa
Wojna Narodów, Lewis & Clark, minidodatki;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24211;Leser;pod - Warszawa
[S/W] Manhattan Project,Wikingowie, Citadels;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=26090;Mir4ge;Stalowa Wola
[S]Gry różne - Poznań;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=27741;premek;Poznań
[S/W]Kraków: różne gry;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=24077;easy;Wieliczka
[S] RftG, Relic, Steam Park i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=41922;Teosik;Bytom
[S] Kilka gier tanio;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=34343;siemaziuta98;Nowy Sącz
(S/W)Gra o tron, Architekton, Eufrat i Tygrys , Anasazi;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=36913;blind887;Warszawa
[S/W] Kilka gier...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44264;Pan QnshT;Łódź
[S/W] różne: Dominion, Mr.Jack, PitchCar, promo Netrunner...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=26546;Thorin;Kędzierzyn-Koźle
[S]DRCongo, Patchistory,Spartacus, Gear & Piston,Tesla,;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=25359;tomiz123;Białystok
[S/W] Small World + Grand Dames of Small World / stan bd+;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=40752;subiel;Wrocław
Dice Master (duża kolekcja za Znak starszych Bógów z dodatki;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44847;waskopiotr88;Kraków
[S]Star Wars Rebelia;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44844;Casiliasplp;Żyrardów
[s] Warhammer 40,000 Podbój, Władca pierścieni LCG;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=29833;Konik_Stepowy;Grodków
[S] Nations, wersja ang, stan bardzo dobry - 99 zł + wysyłka;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44841;Meechauek;Poznań
[S] A Game of Thrones LCG 2ed;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44797;Migdał;Warszawa
[S] Grunwald 1410 (Dragon) / Kircholm 1605 (Dragon);http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44818;Breżniew;Kraków - Nowa Huta
[S]Dungeon Lords, King of New York, Superfarmer DeLux, Atari;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=38142;iskierka;Warszawa
[S]Jaskina 39zl,Squad Leader addons,Chicago express i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=36220;kromka;Wawa
[S] Magia i Miecz, figurki FFG i inne;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=26623;wis;Gliwice
[S] Tikal, Alcatraz, Pokolenia: Gospoda;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44085;rafaelus;Kraków
[S] Chwilowo nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=38391;hutriel;Legionowo/Warszawa
Na razie nic;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=26015;Vilk;Kraków
Wysokie napiecie, Skyliners, Assassians Con, Far Space ...;http://www.gry-planszowe.pl/forum/viewtopic.php?f=53&t=44776;emistrzu;Poznań
